ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00151844;Felix;Meiser;Meiser;Felix Meiser;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00152047;Shio;Fukuda;Fukuda;Shio Fukuda;Bor. Mönchengladbach;FORWARD;800000;15;0.0
pl-k00152828;Dion Drena;Beljo;Beljo;Dion Drena Beljo;FC Augsburg;FORWARD;999000000;0;0.0
pl-k00153240;Oladapo;Afolayan;Afolayan;Oladapo Afolayan;FC St. Pauli;FORWARD;1700000;69;3.96
pl-k00153242;Oliver;Sorg;Sorg;Oliver Sorg;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00153578;Gift;Orban;Orban;Gift Orban;TSG Hoffenheim;FORWARD;2200000;24;4.08
pl-k00153662;Kaishu;Sano;Kai. Sano;Kaishu Sano;1. FSV Mainz 05;MIDFIELDER;1800000;189;3.13
pl-k00153779;Johan;Manzambi;Manzambi;Johan Manzambi;SC Freiburg;MIDFIELDER;500000;52;2.88
pl-k00153810;Yannick;Eduardo;Eduardo;Yannick Eduardo;RB Leipzig;FORWARD;999000000;0;0.0
pl-k00154032;Mats;Heitmann;Heitmann;Mats Heitmann;Werder Bremen;DEFENDER;500000;0;0.0
pl-k00154546;Noahkai;Banks;Banks;Noahkai Banks;FC Augsburg;DEFENDER;1200000;28;3.0
pl-k00155036;Konstantin;Schopp;Schopp;Konstantin Schopp;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00155136;Kaua;Morais Vieira dos Santos;Kaua Santos;Kaua Santos;Eintracht Frankfurt;GOALKEEPER;500000;59;3.06
pl-k00155808;Livan;Burcu;Burcu;Livan Burcu;1. FC Union Berlin;FORWARD;999000000;0;0.0
pl-k00156434;Leon;Avdullahu;Avdullahu;Leon Avdullahu;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00156588;Tidiam;Gomis;Gomis;Tidiam Gomis;RB Leipzig;FORWARD;1200000;18;3.75
pl-k00158167;Simon;Kalambayi;Kalambayi;Simon Kalambayi;TSG Hoffenheim;FORWARD;500000;0;0.0
pl-k00158733;Oluwaseun;Ogbemudia;Ogbemudia;Oluwaseun Ogbemudia;1. FC Union Berlin;DEFENDER;500000;0;0.0
pl-k00158955;Jan;Urbich;Urbich;Jan Urbich;Bor. Mönchengladbach;FORWARD;999000000;0;0.0
pl-k00159369;Jannik;Robatsch;Robatsch;Jannik Robatsch;FC St. Pauli;DEFENDER;999000000;0;0.0
pl-k00161799;Marwin;Schmitz;Schmitz;Marwin Schmitz;FC St. Pauli;MIDFIELDER;500000;0;0.0
pl-k00164430;Erik;Ahlstrand;Ahlstrand;Erik Ahlstrand;FC St. Pauli;MIDFIELDER;1300000;10;0.0
pl-k00164970;Jonah;Kusi-Asare;Kusi-Asare;Jonah Kusi-Asare;Bayern München;FORWARD;999000000;2;0.0
pl-k00164996;Isak;Hansen-Aaröen;Hansen-Aaröen;Isak Hansen-Aaröen;Werder Bremen;MIDFIELDER;1000000;0;0.0
pl-k00165501;Kasey;Bos;Bos;Kasey Bos;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00167084;Mathys;Angely;Angely;Mathys Angely;VfL Wolfsburg;DEFENDER;800000;0;0.0
pl-k00167652;Viggo;Gebel;Gebel;Viggo Gebel;RB Leipzig;MIDFIELDER;800000;2;0.0
pl-k00168971;Jakub;Zielinski;Zielinski;Jakub Zielinski;VfL Wolfsburg;GOALKEEPER;999000000;0;0.0
pl-k00169014;Alejo;Sarco;Sarco;Alejo Sarco;Bayer 04 Leverkusen;FORWARD;700000;0;0.0
pl-k00171930;Cyriaque;Irié;Irié;Cyriaque Irié;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00173877;Axel;Tape;Tape;Axel Tape;Bayer 04 Leverkusen;DEFENDER;999000000;0;0.0
pl-k00174197;Abdoulie;Ceesay;Ceesay;Abdoulie Ceesay;FC St. Pauli;FORWARD;1200000;14;0.0
pl-k00174794;Bazoumana;Touré;Touré;Bazoumana Touré;TSG Hoffenheim;MIDFIELDER;1600000;44;3.57
pl-k00176357;Love;Arrhov;Arrhov;Love Arrhov;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
